Date,Mean SST,Climatology,Anomaly
2006-12-15,1.261975527,1.514972806,-0.252997279
2007-01-15,1.322625756,1.454427123,-0.131801367
2007-02-15,1.294947028,1.297592282,-0.002645254
2007-03-15,1.023642302,1.122891307,-0.099249005
2007-04-15,0.948741019,1.09196353,-0.143222511
2007-05-15,0.980635583,1.182352662,-0.201717079
2007-06-15,1.10001874,1.307124257,-0.207105517
2007-07-15,1.22026813,1.421398997,-0.201130867
2007-08-15,1.577370286,1.382496953,0.194873333
2007-09-15,1.4231987,1.402929187,0.020269513
2007-10-15,1.47242856,1.447790861,0.024637699
2007-11-15,1.686965585,1.523923159,0.163042426
2007-12-15,1.456398249,1.514972806,-0.058574557
2008-01-15,1.212815404,1.454427123,-0.241611719
2008-02-15,1.24664104,1.297592282,-0.050951242
2008-03-14,1.132786036,1.122891307,0.009894729
2008-04-14,0.984624624,1.09196353,-0.107338905
2008-05-14,0.994439244,1.182352662,-0.187913418
2008-06-14,1.128598094,1.307124257,-0.178526163
2008-07-14,1.369385719,1.421398997,-0.052013278
2008-08-14,1.529747605,1.382496953,0.147250652
2008-09-14,1.194614768,1.402929187,-0.208314419
2008-10-14,1.083909988,1.447790861,-0.363880873
2008-11-14,1.491881251,1.523923159,-0.032041907
2008-12-14,1.564925194,1.514972806,0.049952388
2009-01-15,1.632596731,1.454427123,0.178169608
2009-02-15,1.253000617,1.297592282,-0.044591665
2009-03-15,0.938585281,1.122891307,-0.184306026
2009-04-15,1.107533932,1.09196353,0.015570402
2009-05-15,0.927206457,1.182352662,-0.255146205
2009-06-15,1.296172261,1.307124257,-0.010951996
2009-07-15,1.308659077,1.421398997,-0.112739921
2009-08-15,1.5029459,1.382496953,0.120448947
2009-09-15,1.401685476,1.402929187,-0.001243711
2009-10-15,1.439363837,1.447790861,-0.008427024
2009-11-15,1.431849003,1.523923159,-0.092074156
2009-12-15,1.372452736,1.514972806,-0.14252007
2010-01-15,1.531989574,1.454427123,0.077562451
2010-02-15,1.243527293,1.297592282,-0.054064989
2010-03-15,1.190341949,1.122891307,0.067450643
2010-04-15,1.050310493,1.09196353,-0.041653037
2010-05-15,1.111668944,1.182352662,-0.070683718
2010-06-15,1.330581784,1.307124257,0.023457527
2010-07-15,1.508429289,1.421398997,0.087030292
2010-08-15,1.341912985,1.382496953,-0.040583968
2010-09-15,1.238190532,1.402929187,-0.164738655
2010-10-15,1.551972628,1.447790861,0.104181767
2010-11-15,1.459544659,1.523923159,-0.0643785
2010-12-15,1.342612505,1.514972806,-0.172360301
2011-01-15,1.207191586,1.454427123,-0.247235537
2011-02-15,1.14537394,1.297592282,-0.152218342
2011-03-15,0.987306476,1.122891307,-0.135584831
2011-04-15,1.134637833,1.09196353,0.042674303
2011-05-15,1.271822929,1.182352662,0.089470267
2011-06-15,1.297520399,1.307124257,-0.009603858
2011-07-15,1.375323892,1.421398997,-0.046075106
2011-08-15,0.88763082,1.382496953,-0.494866133
2011-09-15,1.306529045,1.402929187,-0.096400142
2011-10-15,1.364925981,1.447790861,-0.082864881
2011-11-15,1.386851549,1.523923159,-0.137071609
2011-12-15,1.421473026,1.514972806,-0.09349978
2012-01-15,1.380985022,1.454427123,-0.073442101
2012-02-15,1.253089428,1.297592282,-0.044502854
2012-03-14,1.134574175,1.122891307,0.011682868
2012-04-14,1.257910609,1.09196353,0.16594708
2012-05-14,1.066763759,1.182352662,-0.115588903
2012-06-14,1.549128771,1.307124257,0.242004514
2012-07-14,1.186226606,1.421398997,-0.235172391
2012-08-14,1.394050598,1.382496953,0.011553645
2012-09-14,1.597644687,1.402929187,0.1947155
2012-10-14,1.320029974,1.447790861,-0.127760887
2012-11-14,1.624095082,1.523923159,0.100171924
2012-12-14,1.557121634,1.514972806,0.042148829
2013-01-15,1.317657113,1.454427123,-0.13677001
2013-02-15,1.238826275,1.297592282,-0.058766007
2013-03-15,1.096082687,1.122891307,-0.026808619
2013-04-15,1.026198506,1.09196353,-0.065765023
2013-05-15,1.32282567,1.182352662,0.140473008
2013-06-15,0.867363155,1.307124257,-0.439761102
2013-07-15,1.259063244,1.421398997,-0.162335753
2013-08-15,0.995925725,1.382496953,-0.386571229
2013-09-15,1.422082067,1.402929187,0.01915288
2013-10-15,1.80495429,1.447790861,0.357163429
2013-11-15,1.622628689,1.523923159,0.09870553
2013-12-15,1.570431113,1.514972806,0.055458307
2014-01-15,1.5192343,1.454427123,0.064807177
2014-02-15,1.367284894,1.297592282,0.069692612
2014-03-15,1.417648196,1.122891307,0.294756889
2014-04-15,1.300118685,1.09196353,0.208155155
2014-05-15,1.372218847,1.182352662,0.189866185
2014-06-15,1.52304852,1.307124257,0.215924263
2014-07-15,1.500434637,1.421398997,0.07903564
2014-08-15,2.069639444,1.382496953,0.687142491
2014-09-15,1.658624172,1.402929187,0.255694985
2014-10-15,1.686894059,1.447790861,0.239103198
2014-11-15,1.499895573,1.523923159,-0.024027586
2014-12-15,1.612352848,1.514972806,0.097380042
2015-01-15,1.516664267,1.454427123,0.062237144
2015-02-15,1.455002904,1.297592282,0.157410622
2015-03-15,1.335983634,1.122891307,0.213092327
2015-04-15,1.21055305,1.09196353,0.11858952
2015-05-15,1.477084756,1.182352662,0.294732094
2015-06-15,1.602951288,1.307124257,0.295827031
2015-07-15,1.780215502,1.421398997,0.358816504
2015-08-15,1.395470142,1.382496953,0.012973189
2015-09-15,1.764934897,1.402929187,0.362005711
2015-10-15,1.535509467,1.447790861,0.087718606
2015-11-15,1.36591804,1.523923159,-0.158005118
2015-12-15,1.349068046,1.514972806,-0.16590476
2016-01-15,1.32665658,1.454427123,-0.127770543
2016-02-15,1.293045402,1.297592282,-0.004546881
2016-03-14,1.236906171,1.122891307,0.114014864
2016-04-14,1.317206502,1.09196353,0.225242972
2016-05-14,1.518901229,1.182352662,0.336548567
2016-06-14,1.776492357,1.307124257,0.4693681
2016-07-14,1.895296574,1.421398997,0.473897576
2016-08-14,1.620730996,1.382496953,0.238234043
2016-09-14,1.780520558,1.402929187,0.377591372
2016-10-14,1.937766671,1.447790861,0.48997581
2016-11-14,2.080602169,1.523923159,0.55667901
2016-12-14,1.920808315,1.514972806,0.405835509
2017-01-15,1.672745824,1.454427123,0.218318701
2017-02-15,1.456735849,1.297592282,0.159143567
2017-03-15,1.203459859,1.122891307,0.080568552
2017-04-15,1.005988359,1.09196353,-0.08597517
2017-05-15,1.340521574,1.182352662,0.158168912
2017-06-15,1.323644519,1.307124257,0.016520262
2017-07-15,1.704590321,1.421398997,0.283191323
